name,title,agency,acronym,division_path,phone,phone_2,division_phone,fax,address,city,state,zip,section,vacant,name_source,other_source_name
Joseph M. Gulotta,"Bureau Chief, Commanding",Police Department,NYPD,Transit Bureau,(718) 610-4650,,(718) 610-4650,,130 Livingston St.,Brooklyn,NY,11201,City,,Green Book,
Paul Kelly,Executive Vice President & General Counsel,Brooklyn Navy Yard Development Corporation,,,(718) 907-5928,,,,"141 Flushing Avenue, Suite 801",Brooklyn,NY,11205,City,,Green Book,
Shani Leibowitz,"Senior Vice President, Development & Planning",Brooklyn Navy Yard Development Corporation,,,(718) 907-5955,,,,"141 Flushing Avenue, Suite 801",Brooklyn,NY,11205,City,,Green Book,
Simone Robinson-Barnett,"Senior Vice President, Property Management",Brooklyn Navy Yard Development Corporation,,,(929) 337-9924,,,,"141 Flushing Avenue, Suite 801",Brooklyn,NY,11205,City,,Green Book,
Wimal Ariyawansa,Executive Vice President & Chief Financial Officer,Brooklyn Navy Yard Development Corporation,,,(212) 907-5981,,,,"141 Flushing Avenue, Suite 801",Brooklyn,NY,11205,City,,Green Book,
David Woloch,"Executive Vice President, External Affairs",Brooklyn Public Library,BPL,,(718) 230-2088,,,,10 Grand Army Plaza,Brooklyn,NY,11238,City,,Green Book,
Karen Sheehan,"Executive Vice President, Finance and Administration",Brooklyn Public Library,BPL,,(718) 230-2407,,,,10 Grand Army Plaza,Brooklyn,NY,11238,City,,Green Book,
Linda E. Johnson,President & CEO,Brooklyn Public Library,BPL,,(718) 230-2162,,,,10 Grand Army Plaza,Brooklyn,NY,11238,City,,Green Book,
Nick Higgins,Chief Librarian,Brooklyn Public Library,BPL,,(718) 230-2745,,,,10 Grand Army Plaza,Brooklyn,NY,11238,City,,Green Book,
Alison Bonfoey,Chief of Staff/Deputy Commissioner of Operations,Business Integrity Commission,BIC,,(212) 437-0533,,,,100 Church St.,New York,NY,10007,City,,Green Book,
David Mandell,Associate Commissioner of Legal Affairs/Deputy General Counsel/Records Access Officer,Business Integrity Commission,BIC,,(212) 437-0574,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Cassandra White,"Deputy Commissioner, Street Homelessness Solutions","Homeless Services, Department of",DHS,DHS Office of Street Homelessness Solutions,(718) 716-7500,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Spiros Moustakas,Head of Investigations,Business Integrity Commission,BIC,,(212) 437-0572,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Michael Moore,Assistant Secretary,"Transitional Finance Authority, NYC",TFA,,(212) 356-2517,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Joydeep Roy,Economist At Large,"Independent Budget Office, NYC",IBO,,,,,,110 William St.,New York,NY,10038,City,,Green Book,
Kamillah Hanks,Majority Whip,City Council,NYCC,Officers of the Council,(212) 788-6972,,,,City Hall,New York,NY,10007,City,,Green Book,
(vacant),Dean of Health Sciences and Nursing,City University of New York,CUNY,Community Colleges > Borough of Manhattan Community College,(212) 220-8344,,(212) 220-8000,,205 E. 42nd St.,New York,NY,10017,City,yes,Green Book,
Eric S. Friedman,"Assistant Executive Director, Public Affairs",Campaign Finance Board,CFB,,(212) 409-1770,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Julia Konrad,"Assistant Director, Education","Independent Budget Office, NYC",IBO,,,,,,110 William St.,New York,NY,10038,City,,Green Book,
Laura Neesley,Assistant Treasurer,"Water Finance Authority, NYC Municipal",,,(212) 788-6647,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Sauda Chapman,"Assistant Executive Director, Campaign Finance Administration",Campaign Finance Board,CFB,,(212) 409-1818,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Amar Sondhi,"Interim Chief Information Officer, Information Technology (IT)","Children's Services, Administration for",ACS,,(212) 676-8611,,,,150 William St.,New York,NY,10038,City,,Green Book,
Eden Hauslaib,Chief Accountability Officer,"Children's Services, Administration for",ACS,,(212) 341-0953,,,,150 William St.,New York,NY,10038,City,,Green Book,
James Fey,"Senior Advisor, Investigations","Children's Services, Administration for",ACS,,(212) 341-0947,,,,150 William St.,New York,NY,10038,City,,Green Book,
James Keys,EEO/ADA Officer,"Children's Services, Administration for",ACS,,(212) 442-2356,,,,150 William St.,New York,NY,10038,City,,Green Book,
Janel Quiroz,Executive Scheduler & Executive Assistant to the Commissioner,"Children's Services, Administration for",ACS,,(212) 361-0911,,,,150 William St.,New York,NY,10038,City,,Green Book,
Jennifer Fiellman,"Assistant Commissioner, Audit & Accountability","Children's Services, Administration for",ACS,,(212) 341-8968,,,,150 William St.,New York,NY,10038,City,,Green Book,
Rebecca Jones Gaston,Commissioner,"Children's Services, Administration for",ACS,,(212) 341-0903,,,,150 William St.,New York,NY,10038,City,,governance dataset,Jess Dannhauser
Melissa Hester,"Deputy Commissioner, Human Resources","Children's Services, Administration for",ACS,,(212) 341-9500,,,,150 William St.,New York,NY,10038,City,,Green Book,
Tia Waddy,Chief of Staff,"Children's Services, Administration for",ACS,,(212) 341-2810,,,,150 William St.,New York,NY,10038,City,,Green Book,
Almarie Buddington,Assistant Borough Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Bronx,(718) 933-1212,,,,974 Morris Park Ave.,Bronx,NY,10462,City,,Green Book,
Lisa Bolling,Assistant Borough Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Bronx,(718) 239-5209,,,,974 Morris Park Ave.,Bronx,NY,10462,City,,Green Book,
Lauren Meller,Borough Chief,"Children's Services, Administration for",ACS,Division of Family Court Legal Services > Bronx Family Court Unit,,,(718) 590-8481,,150 William St.,New York,NY,10038,City,,Green Book,
Joan Cleary,Assistant Commissioner (Brooklyn West),"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Brooklyn,(718) 218-6215,,,,185 Marcy Ave.,Brooklyn,NY,11211,City,,Green Book,
Rodney Jackson,Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Brooklyn,(718) 623-4975,,,,185 Marcy Ave.,Brooklyn,NY,11211,City,,Green Book,
Wendy Brown,"Acting Assistant Commissioner, (Brooklyn East)","Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Brooklyn,(718) 623-4975,,,,185 Marcy Ave.,Brooklyn,NY,11211,City,,Green Book,
Oran Nembhard,Borough Chief,"Children's Services, Administration for",ACS,Division of Family Court Legal Services > Brooklyn Family Court Unit,,,(718) 802-2924,,150 William St.,New York,NY,10038,City,,Green Book,
David Bauer,"Assistant Commissioner, Residential Care","Children's Services, Administration for",ACS,Division of Family Permanency Services > Children Center,(646) 935-1719,,,,492 First Ave.,New York,NY,10016,City,,Green Book,
Antonio McCloud,Interim Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Youth & Family Justice > Crossroads Juvenile Center,(718) 240-3856,,(718) 495-8160,,150 William St.,New York,NY,10038,City,,Green Book,
Lisa Hines Johnson M.A.,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of Administration,(212) 676-0210,,,,150 William St.,New York,NY,10038,City,,Green Book,
Elizabeth Gilroy,Chief Operating Officer,"Children's Services, Administration for",ACS,Division of Child & Family Well Being,(212) 393-5451,,,,150 William St.,New York,NY,10038,City,,Green Book,
Elizabeth Wolkomir,"Deputy Commissioner, Child & Family Well Being","Children's Services, Administration for",ACS,Division of Child & Family Well Being,(212) 393-5100,,,,150 William St.,New York,NY,10038,City,,Green Book,
Rodney Jackson,"Associate Commissioner, Child Protection","Children's Services, Administration for",ACS,Division of Child Protection,(212) 341-2770,,,,150 William St.,New York,NY,10038,City,,Green Book,
Lauren McSwain,"Director, Immigrant Services & Language Affairs","Children's Services, Administration for",ACS,Division of External Affairs,(212) 676-9008,,,,150 William St.,New York,NY,10038,City,,Green Book,
Marisa Kaufman,"Assistant Commissioner, Communications","Children's Services, Administration for",ACS,Division of External Affairs,(212) 341-2689,,,,150 William St.,New York,NY,10038,City,,Green Book,
Michael Wilke,"Director, Marketing","Children's Services, Administration for",ACS,Division of External Affairs,(212) 513-0572,,,,150 William St.,New York,NY,10038,City,,Green Book,
Olanike Alabi,"Director, Community Engagement","Children's Services, Administration for",ACS,Division of External Affairs,(212) 676-6682,,,,150 William St.,New York,NY,10038,City,,Green Book,
Stephanie Gendell,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of External Affairs,(212) 341-3554,,,,150 William St.,New York,NY,10038,City,,Green Book,
(vacant),"Director, Interagency Affairs","Children's Services, Administration for",ACS,Division of External Affairs,(212) 341-3540,,,,150 William St.,New York,NY,10038,City,yes,Green Book,
(vacant),Press Secretary,"Children's Services, Administration for",ACS,Division of External Affairs,(917) 586-5103,,,,150 William St.,New York,NY,10038,City,yes,Green Book,
Alan Sputz,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of Family Court Legal Services,(212) 341-0972,,,,150 William St.,New York,NY,10038,City,,Green Book,
Alane Ruchman,Interim Chief of Staff,"Children's Services, Administration for",ACS,Division of Family Permanency Services,(212) 341-2978,,,,150 William St.,New York,NY,10038,City,,Green Book,
Ina Mendez,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of Family Permanency Services,(212) 341-0387,,,,150 William St.,New York,NY,10038,City,,Green Book,
Margaret Pletnikoff,Chief Operating Officer,"Children's Services, Administration for",ACS,Division of Financial Services,(212) 676-8852,,,,150 William St.,New York,NY,10038,City,,Green Book,
Margaret Pletnikoff,Interim Deputy Commissioner/Chief Financial Officer,"Children's Services, Administration for",ACS,Division of Financial Services,(212) 676-8852,,,,150 William St.,New York,NY,10038,City,,Green Book,
Andrew White,Deputy Commissioner,"Children's Services, Administration for",ACS,"Division of Policy, Planning & Measurement",(212) 341-2690,,,,150 William St.,New York,NY,10038,City,,Green Book,
Jacqueline Martin,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of Preventive Services,(212) 341-9802,,,,150 William St.,New York,NY,10038,City,,Green Book,
Nancy Ginsburg,Deputy Commissioner,"Children's Services, Administration for",ACS,Division of Youth & Family Justice,(212) 341-0958,,,,150 William St.,New York,NY,10038,City,,Green Book,
"Ducoste Lamothe, Jr.",Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Emergency Children Services,(646) 935-1509,(212) 966-8000,,,492 First Ave.,New York,NY,10016,City,,Green Book,
Terryann Thomas,Interim Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Youth & Family Justice > Horizon Juvenile Center,(718) 401-3042,,(718) 292-0065,,150 William St.,New York,NY,10038,City,,Green Book,
Corinne Ross,Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Manhattan,(212) 289-2780,,,,105 W. 125th St.,New York,NY,10027,City,,Green Book,
Peninna Oren,Borough Chief,"Children's Services, Administration for",ACS,Division of Family Court Legal Services > Manhattan Family Court Unit,,,(212) 788-1379,,150 William St.,New York,NY,10038,City,,Green Book,
(vacant),Executive Director,"Children's Services, Administration for",ACS,Division of Youth & Family Justice > Non-Secure Detention,(212) 442-7131,,,(212) 442-8508,150 William St.,New York,NY,10038,City,yes,Green Book,
MaryAnn Ponton,Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Office of Special Investigations,(212) 442-6737,,,,150 William St.,New York,NY,10038,City,,Green Book,
Winette Saunders,First Deputy Commissioner,"Children's Services, Administration for",ACS,Office of the First Deputy Commissioner,(212) 341-9005,,,,150 William St.,New York,NY,10038,City,,Green Book,
Joseph Cardieri,Deputy Commissioner/General Counsel,"Children's Services, Administration for",ACS,Office of the General Counsel,(212) 341-0927,,,,150 William St.,New York,NY,10038,City,,Green Book,
Marsha Kellam,Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Queens,(718) 557-1745,,,,92-31 Union Hall St.,Jamaica,NY,11433,City,,Green Book,
Lisa Rodin,Borough Chief,"Children's Services, Administration for",ACS,Division of Family Court Legal Services > Queens Family Court Unit,,,(718) 725-3000,,150 William St.,New York,NY,10038,City,,Green Book,
Sandra Graydon-Long,Assistant Commissioner,"Children's Services, Administration for",ACS,Division of Child Protection > Child Protective Borough Offices > Staten Island,(718) 720-2833,,,,350 St. Mark's Pl.,Staten Island,NY,10301,City,,Green Book,
Kimberly Jones,Borough Chief,"Children's Services, Administration for",ACS,Division of Family Court Legal Services > Staten Island Family Court Unit,,,(718) 720-6026,,150 William St.,New York,NY,10038,City,,Green Book,
Acela Velazquez,Director of Personnel,City Clerk & Clerk of the Council,,,(212) 669-2207,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Alisa Fuentes,Deputy City Clerk,City Clerk & Clerk of the Council,,,(212) 669-8898,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Cynthia Villafane,Commissioner of Deeds & Oath of Office,City Clerk & Clerk of the Council,,,(212) 669-8095,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Damaris B. Acosta,Deputy City Clerk,City Clerk & Clerk of the Council,,,(212) 669-8898,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Emmanuel Michalos,"Director, Administration",City Clerk & Clerk of the Council,,,(212) 669-8093,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Irfan Rivera,Information Technology Manager,City Clerk & Clerk of the Council,,,(212) 669-3600,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
James Mitchell,Marriage Records,City Clerk & Clerk of the Council,,,(212) 669-8090,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Jamie Lynn Chirichella,"Deputy Counsel, Lobbying Bureau",City Clerk & Clerk of the Council,,,(212) 669-3128,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Jose L. Gonzalez,Chief of Staff,City Clerk & Clerk of the Council,,,(212) 669-8097,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Lilia Dwyer,Executive Assistant to the First Deputy,City Clerk & Clerk of the Council,,,(212) 669-8898,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Michael McSweeney,City Clerk and Clerk of the Council,City Clerk & Clerk of the Council,,,,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Patrick L. Synmoie,Executive Agency Counsel,City Clerk & Clerk of the Council,,,(212) 669-2610,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Richard Resk,"Assistant to Counsel, City Council Transcripts",City Clerk & Clerk of the Council,,,(212) 669-3225,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Theresa Preston,"Marriage License & Ceremony, Amendment to Marriage Records, Certificate of Non-Impediment, Domestic Partnership Registration and Termination, Marriage",City Clerk & Clerk of the Council,,,(212) 669-7212,(212) 669-2208,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Walter Carcione,"Chief Investigator, Lobbying Bureau",City Clerk & Clerk of the Council,,,(212) 669-3093,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Wendy Lopez,Deputy Chief of Staff/Executive Assistant to the City Clerk,City Clerk & Clerk of the Council,,,(212) 669-8898,,,,141 Worth Street,New York,NY,10013,City,,Green Book,
Shirley J. Saunders,Deputy City Clerk,City Clerk & Clerk of the Council,,Borough Offices of the City Clerk > Bronx > Bronx Supreme Court,,,(718) 590-5307,,851 Grand Concourse,Bronx,NY,10451,City,,Green Book,
